Data,S&P Comp. P,Dividend D,Earnings E,Consumer Price Index CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price ,RealEarnings,Real TR Scaled Earnings ,Cyclically Adjusted P/E10 or CAPE,,Cyclically Adjusted TR P/E10 or TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized  Returns
1987.06,301.4,8.52,14.42,113.5,1987.46,8.4,836.45,23.64,"256,520.75",40.02,"12,272.82",16.83,,21.04,4.00%,1,15.31,10.66%,5.40%,5.26%
1987.07,310.1,8.57,14.9,113.8,1987.54,8.45,858.33,23.71,"263,835.52",41.24,"12,677.04",17.31,,21.61,3.76%,0.99,15.33,10.95%,5.64%,5.31%
1987.08,329.4,8.61,15.38,114.4,1987.62,8.76,906.97,23.72,"279,393.72",42.35,"13,045.16",18.33,,22.85,3.15%,0.96,15.04,10.33%,5.81%,4.53%
1987.09,318.7,8.66,15.86,115,1987.71,9.42,872.93,23.72,"269,516.65",43.44,"13,412.41",17.68,,22.01,2.71%,1,14.44,10.84%,6.34%,4.49%
1987.1,280.2,8.71,16.41,115.3,1987.79,9.52,765.48,23.79,"236,953.84",44.82,"13,874.48",15.53,,19.31,3.39%,1.05,14.42,12.43%,6.52%,5.90%
1987.11,245,8.76,16.95,115.4,1987.87,8.86,668.74,23.91,"207,623.88",46.27,"14,366.98",13.59,,16.89,4.92%,1,15.15,13.80%,6.18%,7.62%
1987.12,241,8.81,17.5,115.4,1987.96,8.99,657.82,24.05,"204,856.27",47.77,"14,875.46",13.39,,16.62,4.87%,1.03,15.13,14.26%,6.31%,7.95%
1988.01,250.5,8.86,17.86,115.7,1988.04,8.67,681.97,24.11,"213,005.14",48.63,"15,189.52",13.9,,17.24,4.88%,1.04,15.53,13.82%,6.28%,7.54%
1988.02,258.1,8.9,18.23,116,1988.12,8.21,700.85,24.18,"219,529.24",49.49,"15,502.88",14.3,,17.71,5.10%,1,16.08,14.17%,5.92%,8.25%
1988.03,265.7,8.95,18.59,116.5,1988.21,8.37,718.39,24.2,"225,655.21",50.26,"15,788.22",14.67,,18.15,4.72%,0.98,15.95,14.42%,5.97%,8.45%
1988.04,262.6,9.04,19.62,117.1,1988.29,8.72,706.37,24.33,"222,516.45",52.77,"16,622.39",14.43,,17.84,4.45%,0.98,15.61,14.95%,6.24%,8.71%
1988.05,256.1,9.14,20.64,117.5,1988.37,9.09,686.54,24.49,"216,912.84",55.34,"17,484.56",14.03,,17.33,4.22%,1.02,15.3,15.19%,6.48%,8.72%
1988.06,270.7,9.23,21.67,118,1988.46,8.92,722.6,24.64,"228,956.01",57.85,"18,328.32",14.77,,18.21,3.96%,1,15.52,14.57%,6.48%,8.09%
1988.07,269.1,9.31,22.02,118.5,1988.54,9.06,715.3,24.74,"227,295.59",58.54,"18,602.00",14.61,,17.99,3.86%,0.99,15.43,15.14%,6.61%,8.53%
1988.08,263.7,9.38,22.38,119,1988.62,9.26,698,24.84,"222,456.31",59.23,"18,876.90",14.24,,17.52,3.83%,1.03,15.28,14.55%,6.85%,7.70%
1988.09,268,9.46,22.73,119.8,1988.71,8.98,704.65,24.87,"225,234.62",59.76,"19,102.92",14.37,,17.65,4.04%,1.02,15.57,13.82%,7.11%,6.70%
1988.1,277.4,9.55,23.07,120.2,1988.79,8.8,726.94,25.03,"233,025.43",60.46,"19,382.36",14.81,,18.17,3.95%,1,15.82,13.55%,7.20%,6.35%
1988.11,271,9.64,23.42,120.3,1988.87,8.96,709.57,25.24,"228,134.25",61.31,"19,712.74",14.45,,17.69,3.93%,1,15.76,14.98%,7.03%,7.95%
1988.12,276.5,9.75,23.75,120.5,1988.96,9.11,722.77,25.49,"233,060.80",62.08,"20,018.78",14.7,,17.98,3.63%,1.01,15.69,15.20%,7.27%,7.94%
1989.01,285.4,9.81,24.16,121.1,1989.04,9.09,742.34,25.53,"240,056.57",62.84,"20,321.54",15.09,,18.43,3.43%,1,15.76,15.40%,7.18%,8.22%
1989.02,294,9.9,24.56,121.6,1989.12,9.17,761.57,25.64,"246,964.25",63.62,"20,630.76",15.47,,18.86,3.11%,1,15.73,15.05%,6.99%,8.06%
1989.03,292.7,10.01,24.96,122.3,1989.21,9.36,753.86,25.78,"245,161.65",64.29,"20,906.17",15.3,,18.62,2.95%,1.02,15.57,15.44%,6.93%,8.51%
1989.04,302.3,10.09,25.05,123.1,1989.29,9.18,773.52,25.81,"252,256.44",64.09,"20,900.40",15.69,,19.06,2.91%,1.03,15.77,15.50%,6.80%,8.70%
1989.05,313.9,10.19,25.13,123.8,1989.37,8.86,798.67,25.94,"261,159.90",63.95,"20,910.51",16.19,,19.63,2.96%,1.05,16.13,15.09%,6.31%,8.78%
1989.06,323.7,10.37,25.22,124.1,1989.46,8.28,821.61,26.32,"269,379.55",64.01,"20,987.80",16.64,,20.15,3.28%,1.02,16.84,14.67%,5.61%,9.05%
1989.07,331.9,10.42,24.71,124.4,1989.54,8.02,840.39,26.39,"276,258.51",62.57,"20,567.48",17.01,,20.56,3.32%,1,17.21,14.85%,5.49%,9.36%
1989.08,346.6,10.55,24.2,124.6,1989.62,8.11,876.2,26.66,"288,761.43",61.18,"20,161.65",17.73,,21.39,2.91%,1,17.19,13.88%,5.41%,8.47%
1989.09,347.3,10.73,23.69,125,1989.71,8.19,875.16,27.04,"289,161.28",59.7,"19,724.25",17.71,,21.33,2.75%,1.02,17.16,13.74%,5.44%,8.29%
1989.1,347.4,10.8,23.43,125.6,1989.79,8.01,871.23,27.08,"288,608.33",58.75,"19,462.12",17.64,,21.21,2.92%,1.02,17.4,13.59%,5.18%,8.41%
1989.11,340.2,10.92,23.16,125.9,1989.87,7.87,851.14,27.33,"282,707.78",57.95,"19,248.81",17.24,,20.7,3.12%,1.01,17.65,14.61%,5.14%,9.46%
1989.12,348.6,11.06,22.87,126.1,1989.96,7.84,870.78,27.63,"289,993.46",57.13,"19,025.10",17.65,,21.15,2.92%,0.98,17.77,14.63%,4.93%,9.70%
1990.01,339.97,11.14,22.49,127.4,1990.04,8.21,840.55,27.54,"280,692.85",55.61,"18,568.64",17.05,,20.41,2.71%,0.99,17.26,14.96%,4.97%,9.99%
1990.02,330.45,11.23,22.08,128,1990.12,8.47,813.19,27.64,"272,322.89",54.34,"18,196.06",16.51,,19.74,2.55%,1,17,14.95%,5.23%,9.72%
1990.03,338.46,11.32,21.67,128.7,1990.21,8.59,828.37,27.71,"278,180.01",53.04,"17,810.56",16.83,,20.1,2.21%,0.99,16.89,15.05%,5.47%,9.59%
1990.04,338.18,11.44,21.53,128.9,1990.29,8.79,826.4,27.95,"278,300.72",52.62,"17,720.54",16.81,,20.06,1.91%,1.01,16.76,15.21%,5.80%,9.40%
1990.05,350.25,11.55,21.4,129.2,1990.37,8.76,853.91,28.17,"288,354.76",52.16,"17,615.53",17.39,,20.72,1.67%,1.03,16.88,14.45%,5.42%,9.04%
1990.06,360.39,11.66,21.26,129.9,1990.46,8.48,873.89,28.27,"295,899.63",51.55,"17,455.61",17.82,,21.21,1.75%,1.01,17.23,14.46%,5.47%,8.99%
1990.07,360.03,11.73,21.42,130.4,1990.54,8.47,869.67,28.33,"295,269.87",51.74,"17,567.09",17.75,,21.1,1.82%,0.99,17.29,14.55%,5.50%,9.05%
1990.08,330.75,11.78,21.58,131.6,1990.62,8.75,791.66,28.2,"269,581.10",51.65,"17,589.00",16.17,,19.21,2.11%,1,16.94,15.71%,5.94%,9.77%
1990.09,315.41,11.83,21.74,132.7,1990.71,8.89,748.68,28.08,"255,743.92",51.6,"17,627.45",15.3,,18.17,2.32%,1.02,16.77,16.13%,6.07%,10.06%
1990.1,307.12,11.93,21.61,133.5,1990.79,8.72,724.64,28.14,"248,330.92",50.98,"17,470.73",14.82,,17.59,2.67%,1.03,16.98,15.83%,6.02%,9.81%
1990.11,315.29,12.01,21.47,133.8,1990.87,8.39,742.25,28.28,"255,173.06",50.55,"17,378.95",15.19,,18.02,2.77%,1.03,17.44,15.42%,5.79%,9.63%
1990.12,328.75,12.09,21.34,133.8,1990.96,8.08,773.93,28.46,"266,882.02",50.24,"17,323.99",15.85,,18.8,2.71%,1.01,17.93,14.52%,5.94%,8.58%
1991.01,325.49,12.11,21.18,134.6,1991.04,8.09,761.7,28.33,"263,479.19",49.57,"17,147.56",15.61,,18.5,2.78%,1.02,17.93,14.65%,5.98%,8.67%
1991.02,362.26,12.11,21.03,134.8,1991.12,7.85,846.5,28.31,"293,624.78",49.13,"17,042.90",17.35,,20.56,2.28%,0.99,18.32,13.12%,5.81%,7.32%
1991.03,372.28,12.11,20.94,135,1991.21,8.11,868.62,28.26,"302,116.07",48.86,"16,993.42",17.82,,21.1,1.82%,1.01,18.09,11.71%,6.14%,5.57%
1991.04,379.68,12.13,20.36,135.2,1991.29,8.04,884.58,28.26,"308,484.69",47.44,"16,544.90",18.16,,21.48,1.73%,1,18.27,11.48%,5.82%,5.66%
1991.05,377.99,12.14,19.86,135.6,1991.37,8.07,878.04,28.2,"307,025.20",46.13,"16,128.75",18.04,,21.33,1.68%,0.99,18.3,12.23%,5.60%,6.63%
1991.06,378.29,12.15,19.41,136,1991.46,8.28,876.15,28.14,"307,185.13",44.96,"15,761.62",18.02,,21.29,1.42%,1.01,18.11,11.93%,5.83%,6.10%
1991.07,380.23,12.19,18.84,136.2,1991.54,8.27,879.35,28.2,"309,131.00",43.57,"15,317.12",18.1,,21.38,1.30%,1.03,18.22,11.59%,5.87%,5.72%
1991.08,389.4,12.24,18.33,136.6,1991.62,7.9,897.92,28.22,"316,485.88",42.27,"14,897.76",18.51,,21.85,1.50%,1.02,18.75,11.10%,5.83%,5.26%
1991.09,387.2,12.28,17.82,137.2,1991.71,7.65,888.95,28.19,"314,149.67",40.91,"14,458.02",18.36,,21.66,1.74%,1.01,19.12,9.81%,5.82%,3.99%
1991.1,386.88,12.25,17.2,137.4,1991.79,7.53,886.92,28.09,"314,260.40",39.44,"13,974.14",18.35,,21.64,1.86%,1.01,19.37,10.19%,5.90%,4.30%
1991.11,385.92,12.23,16.59,137.8,1991.87,7.42,882.15,27.95,"313,395.88",37.91,"13,469.64",18.29,,21.56,1.98%,1.03,19.59,10.79%,5.77%,5.01%
1991.12,388.51,12.2,15.97,137.9,1991.96,7.09,887.43,27.87,"316,095.37",36.48,"12,993.34",18.44,,21.73,2.24%,1.01,20.15,10.90%,5.19%,5.71%
1992.01,416.08,12.24,16.05,138.1,1992.04,7.03,949.02,27.92,"338,865.00",36.6,"13,068.80",19.77,,23.29,1.92%,0.98,20.33,10.07%,5.16%,4.91%
1992.02,412.56,12.28,16.12,138.6,1992.12,7.34,937.6,27.91,"335,616.54",36.64,"13,116.26",19.58,,23.06,1.66%,0.99,19.93,9.76%,5.47%,4.28%
1992.03,407.36,12.32,16.19,139.3,1992.21,7.54,921.13,27.86,"330,552.08",36.61,"13,137.37",19.28,,22.7,1.60%,1.01,19.68,10.39%,5.29%,5.10%
1992.04,407.41,12.32,16.48,139.5,1992.29,7.48,919.92,27.82,"330,950.58",37.22,"13,389.85",19.3,,22.71,1.63%,1.01,19.85,9.92%,5.24%,4.69%
1992.05,414.81,12.32,16.77,139.7,1992.37,7.39,935.29,27.78,"337,312.20",37.8,"13,634.22",19.66,,23.13,1.54%,1.02,20.07,9.40%,5.21%,4.19%
1992.06,408.27,12.32,17.05,140.2,1992.46,7.26,917.26,27.68,"331,641.93",38.31,"13,849.89",19.32,,22.72,1.67%,1.04,20.31,8.92%,5.31%,3.60%
1992.07,415.05,12.34,17.38,140.5,1992.54,6.84,930.5,27.67,"337,263.26",38.96,"14,122.72",19.62,,23.07,1.98%,1.02,21,7.49%,5.22%,2.27%
1992.08,417.93,12.37,17.71,140.9,1992.62,6.59,934.3,27.65,"339,474.45",39.59,"14,385.41",19.72,,23.18,2.21%,1.02,21.44,7.51%,5.34%,2.17%
1992.09,418.48,12.4,18.04,141.3,1992.71,6.42,932.88,27.64,"339,795.91",40.22,"14,648.06",19.71,,23.16,2.39%,0.99,21.76,6.95%,5.53%,1.42%
1992.1,412.5,12.39,18.39,141.8,1992.79,6.59,916.31,27.52,"334,594.44",40.85,"14,916.83",19.37,,22.76,2.31%,0.99,21.54,6.95%,5.60%,1.36%
1992.11,422.84,12.38,18.74,142,1992.87,6.87,937.95,27.47,"343,334.41",41.57,"15,216.36",19.83,,23.3,1.95%,1.01,21.19,7.37%,5.71%,1.66%
1992.12,435.64,12.39,19.09,141.9,1992.96,6.77,967.03,27.5,"354,815.89",42.38,"15,548.24",20.45,,24.02,1.93%,1.02,21.48,6.93%,5.64%,1.29%
1993.01,435.23,12.41,19.34,142.6,1993.04,6.6,961.38,27.42,"353,580.25",42.72,"15,711.79",20.32,,23.87,2.16%,1.03,21.76,6.89%,5.48%,1.42%
1993.02,441.7,12.45,19.59,143.1,1993.12,6.26,972.26,27.4,"358,422.36",43.12,"15,896.52",20.55,,24.12,2.48%,1.03,22.35,5.96%,5.28%,0.68%
1993.03,450.16,12.48,19.84,143.6,1993.21,5.98,987.43,27.38,"364,856.41",43.52,"16,080.40",20.86,,24.48,2.72%,1.01,22.85,5.85%,5.09%,0.75%
1993.04,443.08,12.49,19.67,144,1993.29,5.97,969.2,27.33,"358,961.98",43.03,"15,935.68",20.46,,24.01,2.78%,1,22.92,6.59%,4.99%,1.60%
1993.05,445.25,12.51,19.5,144.2,1993.37,6.04,972.6,27.32,"361,062.89",42.6,"15,812.97",20.52,,24.07,2.65%,1.01,22.88,7.10%,5.39%,1.70%
1993.06,448.06,12.52,19.33,144.4,1993.46,5.96,977.38,27.31,"363,683.23",42.17,"15,689.86",20.61,,24.18,2.69%,1.02,23.1,7.60%,5.52%,2.08%
1993.07,447.29,12.52,19.69,144.4,1993.54,5.81,975.7,27.31,"363,905.09",42.95,"16,019.34",20.56,,24.12,2.81%,1.01,23.48,7.65%,4.80%,2.85%
1993.08,454.13,12.52,20.05,144.8,1993.62,5.68,987.88,27.24,"369,295.81",43.62,"16,304.54",20.81,,24.41,2.88%,1.03,23.75,7.43%,4.27%,3.16%
1993.09,459.24,12.52,20.41,145.1,1993.71,5.36,996.93,27.18,"373,525.78",44.31,"16,600.60",20.99,,24.61,3.12%,1.01,24.4,7.61%,4.14%,3.47%
1993.1,463.9,12.54,20.9,145.7,1993.79,5.33,1002.9,27.11,"376,608.67",45.18,"16,967.28",21.11,,24.74,3.14%,0.97,24.46,7.75%,4.15%,3.60%
1993.11,462.89,12.56,21.39,145.8,1993.87,5.72,1000.03,27.13,"376,380.12",46.21,"17,392.41",21.04,,24.65,2.75%,1,23.84,7.92%,4.48%,3.44%
1993.12,465.95,12.58,21.89,145.8,1993.96,5.77,1006.64,27.18,"379,720.64",47.29,"17,839.01",21.16,,24.78,2.66%,1.01,23.86,8.16%,4.54%,3.62%
1994.01,472.99,12.62,22.16,146.2,1994.04,5.75,1019.06,27.2,"385,258.13",47.74,"18,047.00",21.41,,25.06,2.60%,0.99,23.94,8.47%,4.59%,3.88%
1994.02,471.58,12.67,22.43,146.7,1994.12,5.97,1012.56,27.2,"383,657.33",48.17,"18,250.77",21.26,,24.88,2.39%,0.97,23.58,8.57%,4.79%,3.79%
1994.03,463.81,12.71,22.71,147.2,1994.21,6.48,992.49,27.2,"376,913.04",48.6,"18,455.18",20.83,,24.36,2.00%,0.97,22.75,8.53%,5.35%,3.18%
1994.04,447.23,12.75,23.54,147.4,1994.29,6.97,955.71,27.25,"363,808.74",50.3,"19,149.11",20.06,,23.44,1.66%,0.99,22.04,8.98%,5.23%,3.75%
1994.05,450.9,12.8,24.37,147.5,1994.37,7.18,962.9,27.33,"367,412.39",52.04,"19,857.71",20.2,,23.59,1.39%,1.01,21.83,8.53%,5.00%,3.53%
1994.06,454.83,12.84,25.2,148,1994.46,7.1,968.01,27.33,"370,231.58",53.63,"20,512.80",20.29,,23.69,1.45%,0.99,22.01,8.72%,4.91%,3.80%
1994.07,451.4,12.87,25.91,148.4,1994.54,7.3,958.12,27.32,"367,319.82",55,"21,083.86",20.07,,23.42,1.29%,1.01,21.77,8.57%,5.28%,3.30%
1994.08,464.24,12.9,26.62,149,1994.62,7.24,981.41,27.27,"377,118.20",56.28,"21,624.35",20.54,,23.95,1.24%,0.99,21.91,8.13%,5.43%,2.70%
1994.09,466.96,12.92,27.33,149.4,1994.71,7.46,984.52,27.24,"379,184.42",57.62,"22,192.72",20.58,,23.98,0.99%,0.99,21.64,8.35%,5.70%,2.65%
1994.1,463.81,13.01,28.42,149.5,1994.79,7.74,977.22,27.42,"377,254.62",59.88,"23,116.31",20.4,,23.75,0.73%,0.99,21.34,8.36%,5.85%,2.50%
1994.11,461.01,13.1,29.51,149.7,1994.87,7.96,970.02,27.56,"375,362.71",62.09,"24,027.58",20.21,,23.51,0.57%,1.02,21.13,8.91%,5.91%,3.00%
1994.12,455.19,13.17,30.6,149.7,1994.96,7.81,957.78,27.71,"371,517.56",64.39,"24,975.15",19.91,,23.15,0.79%,1.01,21.49,9.36%,5.78%,3.58%
1995.01,465.25,13.18,31.25,150.3,1995.04,7.78,975.04,27.62,"379,105.33",65.49,"25,463.82",20.22,,23.49,0.77%,1.03,21.59,8.97%,5.75%,3.21%
1995.02,481.92,13.18,31.9,150.9,1995.12,7.47,1005.96,27.51,"392,018.77",66.59,"25,949.12",20.8,,24.14,0.93%,1.03,22.11,8.72%,5.52%,3.20%
1995.03,493.15,13.17,32.55,151.4,1995.21,7.2,1026,27.4,"400,718.84",67.72,"26,449.15",21.15,,24.53,1.12%,1.02,22.59,8.37%,4.97%,3.40%
1995.04,507.91,13.24,33.18,151.9,1995.29,7.06,1053.23,27.46,"412,247.67",68.8,"26,928.03",21.64,,25.07,1.14%,1.04,22.88,7.73%,4.94%,2.79%
1995.05,523.81,13.31,33.8,152.2,1995.37,6.63,1084.06,27.54,"425,213.24",69.96,"27,440.50",22.2,,25.68,1.43%,1.04,23.68,7.55%,4.79%,2.76%
1995.06,539.35,13.36,34.43,152.5,1995.46,6.17,1114.02,27.6,"437,868.83",71.11,"27,951.84",22.72,,26.26,1.78%,1,24.57,7.46%,4.56%,2.90%
1995.07,557.37,13.44,34.68,152.5,1995.54,6.28,1151.24,27.76,"453,407.55",71.63,"28,211.37",23.38,,26.99,1.53%,0.99,24.5,7.23%,4.42%,2.81%
1995.08,559.11,13.51,34.93,152.9,1995.62,6.49,1151.82,27.83,"454,546.59",71.96,"28,397.48",23.28,,26.86,1.34%,1.03,24.19,7.18%,4.47%,2.71%
1995.09,578.77,13.58,35.18,153.2,1995.71,6.2,1189.98,27.92,"470,526.64",72.33,"28,600.53",23.95,,27.59,1.51%,1.02,24.79,6.71%,4.17%,2.54%
1995.1,582.92,13.65,34.77,153.7,1995.79,6.04,1194.62,27.97,"473,280.61",71.26,"28,232.91",23.93,,27.54,1.66%,1.01,25.13,6.34%,3.83%,2.51%
1995.11,595.53,13.72,34.37,153.6,1995.87,5.93,1221.26,28.14,"484,762.52",70.48,"27,974.56",24.35,,28,1.67%,1.02,25.48,6.59%,3.74%,2.85%
1995.12,614.57,13.79,33.96,153.5,1995.96,5.71,1261.12,28.3,"501,523.05",69.69,"27,713.24",25.03,,28.75,1.74%,1.01,26.04,6.50%,3.65%,2.84%
1996.01,614.42,13.89,33.99,154.4,1996.04,5.65,1253.46,28.34,"499,417.27",69.34,"27,625.31",24.76,,28.42,1.87%,0.99,26.13,6.62%,3.62%,3.00%
1996.02,649.54,14,34.01,154.9,1996.12,5.81,1320.83,28.46,"527,204.57",69.17,"27,607.18",25.98,,29.78,1.59%,0.97,25.86,6.02%,3.62%,2.40%
1996.03,647.07,14.1,34.04,155.7,1996.21,6.27,1309.05,28.52,"523,450.05",68.86,"27,536.80",25.63,,29.36,1.28%,0.99,24.98,6.19%,3.84%,2.35%
1996.04,647.17,14.16,34.33,156.3,1996.29,6.51,1304.23,28.53,"522,471.91",69.18,"27,715.22",25.42,,29.1,1.13%,0.99,24.58,6.21%,3.74%,2.46%
1996.05,661.23,14.21,34.62,156.6,1996.37,6.74,1330.01,28.59,"533,754.54",69.64,"27,945.77",25.81,,29.52,0.83%,0.99,24.25,5.84%,3.77%,2.07%
1996.06,668.5,14.27,34.91,156.7,1996.46,6.91,1343.77,28.68,"540,237.92",70.17,"28,211.98",25.97,,29.67,0.59%,1.01,24.08,5.40%,3.87%,1.53%
1996.07,644.07,14.4,35.27,157,1996.54,6.87,1292.19,28.89,"520,468.53",70.77,"28,504.11",24.86,,28.38,0.82%,1.02,24.24,5.84%,3.83%,2.01%
1996.08,662.68,14.53,35.64,157.3,1996.62,6.64,1326.99,29.1,"535,462.43",71.36,"28,795.37",25.41,,28.99,0.96%,0.99,24.74,5.76%,3.81%,1.95%
1996.09,674.88,14.66,36,157.8,1996.71,6.83,1347.14,29.26,"544,576.47",71.86,"29,049.24",25.68,,29.27,0.72%,1.03,24.46,5.90%,4.15%,1.75%
1996.1,701.46,14.74,36.91,158.3,1996.79,6.53,1395.78,29.33,"565,224.71",73.44,"29,741.46",26.48,,30.16,0.92%,1.03,25.05,5.94%,3.99%,1.95%
1996.11,735.67,14.82,37.82,158.6,1996.87,6.2,1461.08,29.43,"592,662.52",75.11,"30,468.14",27.59,,31.38,1.11%,1,25.75,5.66%,3.87%,1.79%
1996.12,743.25,14.9,38.73,158.6,1996.96,6.3,1476.13,29.59,"599,769.34",76.92,"31,253.37",27.72,,31.51,0.99%,0.98,25.69,5.75%,3.95%,1.80%
1997.01,766.22,14.95,39.23,159.1,1997.04,6.58,1516.97,29.6,"617,364.36",77.67,"31,611.34",28.33,,32.17,0.60%,1.02,25.23,5.48%,3.98%,1.50%
1997.02,798.39,15.01,39.74,159.6,1997.12,6.42,1575.71,29.62,"642,273.75",78.42,"31,966.63",29.27,,33.19,0.64%,0.99,25.58,5.18%,3.86%,1.32%
1997.03,792.16,15.06,40.24,160,1997.21,6.69,1559.51,29.65,"636,675.88",79.22,"32,341.75",28.8,,32.64,0.40%,0.99,25.15,4.91%,4.11%,0.80%
1997.04,763.93,15.09,40.34,160.2,1997.29,6.89,1502.05,29.68,"614,229.94",79.32,"32,437.61",27.59,,31.23,0.31%,1.02,24.9,5.65%,4.08%,1.57%
1997.05,833.09,15.13,40.45,160.1,1997.37,6.71,1639.06,29.76,"671,269.88",79.58,"32,590.30",29.93,,33.84,0.17%,1.02,25.39,5.00%,3.81%,1.19%
1997.06,876.29,15.16,40.55,160.3,1997.46,6.49,1721.9,29.79,"706,214.40",79.68,"32,679.81",31.26,,35.31,0.22%,1.03,25.9,4.49%,3.34%,1.15%
1997.07,925.29,15.22,40.58,160.5,1997.54,6.22,1815.92,29.86,"745,795.63",79.64,"32,708.00",32.77,,36.97,0.33%,1,26.53,3.98%,3.22%,0.76%
1997.08,927.24,15.27,40.61,160.8,1997.62,6.3,1816.35,29.92,"746,996.97",79.55,"32,715.96",32.59,,36.73,0.23%,1.01,26.46,3.54%,3.57%,-0.03%
1997.09,937.02,15.33,40.64,161.2,1997.71,6.21,1830.96,29.96,"754,029.35",79.41,"32,703.41",32.67,,36.78,0.29%,1.02,26.71,3.73%,3.61%,0.12%
1997.1,951.16,15.39,40.33,161.6,1997.79,6.03,1853.99,29.99,"764,542.64",78.62,"32,419.92",32.9,,37,0.44%,1.02,27.14,3.87%,3.45%,0.41%
1997.11,938.92,15.44,40.03,161.5,1997.87,5.88,1831.26,30.12,"756,206.51",78.07,"32,237.52",32.34,,36.32,0.63%,1.01,27.59,3.41%,3.57%,-0.16%
1997.12,962.37,15.5,39.72,161.3,1997.96,5.81,1879.32,30.27,"777,095.81",77.57,"32,073.16",33.03,,37.06,0.62%,1.03,27.91,3.26%,3.54%,-0.28%
1998.01,963.36,15.55,39.66,161.6,1998.04,5.54,1877.77,30.31,"777,495.52",77.3,"32,008.25",32.86,,36.83,0.90%,1,28.57,2.50%,3.58%,-1.08%
1998.02,1023.74,15.6,39.6,161.9,1998.12,5.57,1991.76,30.35,"825,742.44",77.04,"31,941.12",34.71,,38.86,0.70%,1,28.58,1.69%,3.58%,-1.89%
1998.03,1076.83,15.64,39.54,162.2,1998.21,5.65,2091.17,30.37,"868,007.36",76.79,"31,872.26",36.3,,40.58,0.47%,1.01,28.49,0.83%,3.75%,-2.92%
1998.04,1112.2,15.75,39.35,162.5,1998.29,5.64,2155.87,30.53,"895,919.20",76.28,"31,697.91",37.28,,41.63,0.37%,1,28.59,0.87%,3.54%,-2.67%
1998.05,1108.42,15.85,39.16,162.8,1998.37,5.65,2144.59,30.67,"892,290.94",75.77,"31,524.25",36.96,,41.22,0.37%,1.02,28.65,1.08%,3.29%,-2.21%
1998.06,1108.39,15.95,38.97,163,1998.46,5.5,2141.9,30.82,"892,240.66",75.31,"31,370.38",36.8,,40.99,0.50%,1.01,29.08,0.54%,2.88%,-2.34%
1998.07,1156.58,16.02,38.68,163.2,1998.54,5.46,2232.28,30.91,"930,965.19",74.65,"31,132.01",38.26,,42.56,0.41%,1.01,29.26,-0.56%,2.87%,-3.43%
1998.08,1074.62,16.08,38.38,163.4,1998.62,5.34,2071.56,31,"865,011.94",73.99,"30,896.51",35.42,,39.36,0.70%,1.05,29.63,0.42%,2.92%,-2.50%
1998.09,1020.64,16.14,38.09,163.6,1998.71,4.81,1965.09,31.08,"821,637.89",73.34,"30,663.30",33.53,,37.21,1.34%,1.03,30.96,0.46%,2.69%,-2.23%
1998.1,1032.47,16.17,37.96,164,1998.79,4.53,1983.02,31.05,"830,215.98",72.91,"30,526.54",33.77,,37.44,1.59%,0.98,31.7,-1.79%,2.48%,-4.27%
1998.11,1144.43,16.18,37.84,164,1998.87,4.83,2198.06,31.08,"921,328.18",72.67,"30,460.59",37.37,,41.38,0.99%,1.02,31.07,-3.49%,3.15%,-6.64%
1998.12,1190.05,16.2,37.71,163.9,1998.96,4.65,2287.07,31.13,"959,726.78",72.47,"30,411.58",38.82,,42.93,1.05%,1,31.66,-3.82%,4.06%,-7.88%
1999.01,1248.77,16.28,37.93,164.3,1999.04,4.72,2394.08,31.22,"1,005,721.91",72.72,"30,550.37",40.58,,44.81,0.84%,0.98,31.53,-4.41%,3.99%,-8.40%
1999.02,1246.58,16.37,38.16,164.5,1999.12,5,2386.98,31.34,"1,003,834.63",73.06,"30,726.45",40.4,,44.56,0.54%,0.99,30.92,-5.10%,3.84%,-8.94%
1999.03,1281.66,16.45,38.38,165,1999.21,5.23,2446.71,31.4,"1,030,056.55",73.27,"30,845.60",41.36,,45.55,0.23%,1.01,30.41,-5.92%,4.06%,-9.98%
1999.04,1334.76,16.45,39.26,166.2,1999.29,5.18,2529.68,31.18,"1,066,080.87",74.41,"31,357.20",42.7,,46.97,0.21%,0.98,30.44,-5.18%,3.95%,-9.12%
1999.05,1332.07,16.45,40.14,166.2,1999.37,5.54,2524.59,31.18,"1,065,027.24",76.07,"32,093.05",42.56,,46.75,-0.20%,0.98,29.74,-4.58%,3.87%,-8.45%
1999.06,1322.55,16.45,41.02,166.2,1999.46,5.9,2506.54,31.18,"1,058,511.76",77.74,"32,830.63",42.18,,46.27,-0.57%,1.01,29.07,-4.33%,3.66%,-8.00%
1999.07,1380.99,16.51,42,166.7,1999.54,5.79,2609.45,31.2,"1,103,067.49",79.36,"33,547.55",43.83,,48.01,-0.54%,0.99,29.37,-4.59%,3.75%,-8.34%
1999.08,1327.49,16.58,42.98,167.1,1999.62,5.94,2502.35,31.25,"1,058,896.84",81.02,"34,283.79",41.93,,45.87,-0.58%,1.01,29.11,-3.47%,3.82%,-7.29%
